ptl,etal,energyl,ptj,etaj,energyj,massj,mjj,rjj,rjl,met,n21_1,n21_2,n32_1,n32_2,infl,drfl
168.7,0.108271,169.69,192.029,0.406818,209.406,22.993,250.528,1.97806,2.56152,93.48,0.302537,0.563873,0.30517,0.459574,178.426,1.78457
143.411,-0.145325,144.928,210.793,0.323277,222.115,9.69517,379.834,0.763412,1.9257,575.389,0.0925871,0.204461,0.217244,0.341077,200.395,2.77888
147.77,-1.81905,467.559,241.271,-1.82301,766.594,22.0219,641.095,2.85156,2.10419,800.568,0.474525,0.78021,0.347429,0.786157,300.623,1.89582
634.608,0.799637,848.543,515.553,1.18317,921.423,40.7469,412.423,0.87157,2.77541,1839.92,0,0.0740576,0.461929,0.576653,618.748,3.17068
141.227,-0.157581,142.984,174.17,-0.997328,268.865,18.7201,244.781,2.50106,0.852742,1200.23,0.326892,0.468548,0.485341,0.722948,13.3512,0.193109
227.961,0.686695,283.853,264.366,0.765675,346.503,23.2915,192.152,1.92809,2.82177,504.444,0.632386,0.848851,0.519913,0.666084,149.303,1.68259
340.606,-1.42737,750.64,252.694,-1.26174,482.217,15.1852,280.36,1.83776,2.62966,2135.89,0.416074,0.620519,0.790658,0.873273,457.136,2.32903
151.067,0.784346,199.966,114.391,-0.234978,119.877,23.4377,249.551,2.6131,3.04055,241.613,0.338969,0.363228,0.493026,0.641166,145.747,1.90137
234.333,1.23855,438.252,295.556,-0.990596,453.435,23.5998,726.686,3.14852,2.26221,2372.81,0.688944,0.7393,0.40638,0.483834,127.011,1.49488
271.503,0.589018,319.978,213.557,0.946943,317.036,15.0649,224.242,1.07878,0.705762,807.56,0.169818,0.390405,0.371526,0.489989,191.097,1.9894
154.059,-0.102743,154.873,185.88,-1.11514,314.194,12.6977,281.617,2.04137,1.43975,240.754,0.673735,0.753165,0.571798,0.610108,249.235,2.28576
177.361,0.3169,186.342,398.213,0.875184,562.249,41.6525,328.872,1.74345,3.07928,1547.56,0.117747,0.510826,0.403837,0.672309,237.045,1.19434
135.859,1.26908,260.76,158.419,0.111614,159.984,13.5756,90.8996,1.26443,3.2829,608.407,0.320283,0.329384,0.658578,0.771751,140.819,2.32496
116.307,0.296883,121.47,162.043,-0.640532,197.715,22.4478,399.174,2.60305,1.2139,641.27,0,0.322993,0.418168,0.50956,145.708,3.06729
255.126,1.32633,514.416,289.373,1.48036,669.534,32.311,616.416,1.65391,2.48579,779.26,0,0.283349,0.686768,0.758573,467.013,1.97711
166.691,0.760346,217.242,117.978,-0.306119,124.602,16.1622,152.739,1.53271,1.12567,284.652,0.288708,0.352142,0.312668,0.50914,177.274,2.37805
180.355,0.960445,270.135,151.846,0.620281,184.645,31.1051,86.4423,1.77858,0.357011,534.987,0.439459,0.750088,0.179069,0.578048,339.141,0.356116
300.61,-0.317108,315.852,289.073,-1.25813,550.302,26.2742,272.218,1.00636,0.942891,371.372,0.153653,0.646757,0.444627,0.829105,298.432,1.53123
155.566,-0.619282,186.363,210.811,-1.24692,397.518,19.0107,290.971,1.91903,0.744693,561.133,0,0.10395,0.34284,0.380022,114.435,1.19873
289.09,1.07622,473.308,119.454,0.821237,165.415,33.1936,124.846,1.07781,2.6534,1396.75,0.0207978,0.303608,0,0.612867,287.477,0.772075
413.755,0.119778,416.727,390.507,-0.935494,574.524,18.8978,297.828,0.918499,1.10685,441.443,0.125523,0.181334,0.560036,0.605883,317.951,2.32999
321.092,2.33852,1679.68,284.162,0.665836,349.751,12.8639,204.886,2.36846,3.53846,1401.31,0.15753,0.173035,0,0.503558,603.715,2.59182
113.656,-1.49854,267.011,255.548,-0.012204,262.16,58.4264,264.371,2.35465,3.04775,788.253,0.118429,0.128737,0.00620498,0.145573,142.209,1.44575
156.68,0.978441,237.856,221.586,-0.085747,225.896,39.5795,250.1,0.638303,2.75986,235.264,0.224369,0.424162,0.289841,0.437192,126.133,1.94961
141.135,1.15858,246.939,228.73,1.2822,444.614,24.0417,576.086,3.83237,2.3469,362.729,0.400975,0.598279,0.554796,0.593355,577.082,1.34197
146.586,-1.93372,517.432,153.247,-0.656581,188.035,14.3957,165.681,2.25976,1.30154,802.53,0.534106,0.723068,0.551376,0.774658,102.576,1.35585
201.721,-0.324064,212.406,148.993,0.85343,210.275,39.0004,572.984,0.699343,3.15125,89.0188,0.318787,0.412057,0.627022,0.701637,177.579,2.32762
187.313,0.176621,190.243,211.91,-1.0011,328.26,25.4803,230.173,2.18286,2.85648,290.903,0.179777,0.54977,0.27858,0.518326,185.889,3.15467
232.896,0.0502146,233.19,375.913,1.29731,739.527,22.6122,581.549,2.70716,2.21303,1789.81,0.0513509,0.112906,0,0.65992,31.7406,0.0167761
209.046,-1.50437,493.714,276.971,-0.462205,309.496,38.5466,912.142,3.28192,1.68864,1362.43,0.0344314,0.500777,0,0.308625,1236.63,1.34081
213.256,-1.2752,411.454,169.053,-0.686855,211.342,18.6006,105.955,1.28629,3.13838,80.8425,0.0928543,0.653017,0.263811,0.424094,386.844,3.14447
184.169,0.890673,262.179,117.319,0.0639365,117.829,7.97489,186.434,1.64327,3.16799,104.296,0.00174766,0.444734,0,0.271439,704.103,2.35337
157.382,-0.114562,158.416,193.806,-1.53532,471.072,16.7399,212.656,1.40356,3.02329,520.421,0.605709,0.74996,0.388751,0.734782,292.919,1.18595
143.854,0.88947,204.611,305.437,1.095,508.151,23.7511,413.069,0.680529,3.03091,25.4295,0.34234,0.547651,0.359121,0.439187,228.764,2.25513
246.389,-0.942089,364.058,193.329,0.558133,227.971,41.1228,690.959,2.90611,1.54953,890.337,0.078809,0.289614,0.262163,0.368352,290.212,0.902062
134.899,1.29369,264.434,150.623,1.00651,233.89,12.0326,238.385,0.565945,0.486142,1415.27,0.211557,0.403371,0.409128,0.438394,186.829,3.03526
391.196,-0.69959,490.895,612.175,0.781008,809.612,41.1271,520.003,1.0264,3.27367,662.074,0.13819,0.510545,0.200736,0.304876,647.237,1.75952
119.429,0.487809,133.922,276.518,-0.470562,308.47,21.7585,569.856,3.34954,0.99185,168.248,0.176951,0.321657,0.396077,0.761748,166.22,1.28447
183.708,-0.124329,185.13,92.8858,-1.77824,283.004,11.7412,222.17,2.37875,3.5357,333.656,0.627887,0.649645,0.57953,0.799602,174.139,1.022
230.44,0.550208,266.209,126.072,0.100975,127.51,14.2161,162.561,1.9407,2.57197,222.752,0.370035,0.589292,0.464213,0.477329,214.911,1.60484
194.022,-0.249798,200.107,140.141,0.538513,161.981,18.1848,138.87,2.25848,2.88663,914.313,0.0856336,0.357599,0.538253,0.642403,457.436,1.68714
142.252,0.280046,147.866,170.065,0.945294,253.478,28.4368,153.804,2.04346,2.76994,857.741,0.30313,0.439331,0.591922,0.767417,142.464,2.30136
208.991,0.760552,272.406,404.771,0.824623,551.091,28.1416,347.161,2.31082,0.507316,377.595,0.0548269,0.375912,0.300267,0.377465,671.207,2.76962
129.866,1.47262,298.041,141.159,0.927325,206.548,9.50512,72.1668,1.05958,3.03984,87.4107,0.301183,0.374944,0.48497,0.708814,26.3471,0.0312212
156.484,-0.252428,161.496,180.397,0.397562,195.173,11.3589,333.157,2.4932,1.53859,122.005,0.0721946,0.205379,0.52016,0.57713,306.998,2.70806
122.291,-0.741102,157.44,314.005,-1.49034,732.58,22.207,465.716,1.80633,0.806162,941.325,0.238924,0.466044,0.420831,0.600497,133.535,1.77068
166.958,0.0410288,167.098,385.204,-1.10608,646.501,28.7234,445.427,1.70844,1.23017,842.446,0.195027,0.540592,0.111815,0.518098,103.124,1.74262
188.921,0.32414,198.933,433.295,1.22078,802.283,79.7453,496.881,1.00004,3.14457,1332.71,0.129151,0.518959,0.698378,0.75323,318.467,1.8409
163.926,1.75146,486.575,141.716,-0.591053,168.83,23.4135,115.286,1.30897,2.34691,339.268,0.174638,0.739053,0.111452,0.812001,236.807,2.7618
341.143,1.33172,691.083,250.873,0.00777334,255.061,45.9847,119.271,0.590319,3.2991,341.528,0.00138968,0.279655,0,0.342445,790.843,3.21487
223.359,-1.18393,399.058,141.193,0.570978,165.093,9.11829,84.0958,2.65033,1.76417,718.944,0.506318,0.508564,0.208078,0.768079,201.9,2.54916
358.156,0.949111,531.95,232.741,0.886993,331.261,23.0409,606.746,2.2506,2.54247,62.913,0.244371,0.4282,0.559897,0.59794,58.4549,0.348673
153.042,-0.927117,223.664,454.822,-0.985007,694.803,35.5543,452.964,2.28344,2.74995,390.965,0.123914,0.158618,0.332997,0.487471,195.568,3.055
158.646,0.37596,169.991,197.699,-0.338895,210.991,27.7357,172.122,1.47325,0.732781,225.019,0.158203,0.398061,0,0.596069,179.898,1.96032
141.02,-0.272514,146.289,169.92,-0.647921,207.008,8.04837,98.9018,1.9528,3.08383,385.383,0.254991,0.465025,0.163317,0.260355,115.916,2.06278
93.1144,0.372424,99.6469,248.457,1.17208,442.034,46.5732,457.432,0.896493,1.57454,1542.91,0.112234,0.276689,0.497897,0.507374,138.851,2.69486
160.08,-1.61464,418.215,269.398,0.0755398,277.245,62.248,331.407,2.64759,1.70748,834.921,0.421948,0.573435,0.143655,0.279101,172.119,1.67683
287.912,1.11435,485.954,142.866,-0.132954,144.62,11.8846,90.1587,0.695109,1.24797,324.922,0.177762,0.258871,0.0522683,0.284989,179.518,1.06844
258.05,1.04971,413.765,478.613,-0.258304,502.73,89.6705,720.072,2.22464,2.62964,1013.15,0.192718,0.344596,0.468316,0.571023,736.642,0.955309
144.207,-0.722706,183.535,263.273,1.75791,786.55,22.6905,558.002,1.94651,2.50278,695.306,0.257002,0.303911,0.597934,0.677649,727.319,3.0976
263.89,0.331576,278.529,226.819,1.6983,640.913,23.184,241.577,1.8274,3.20148,1984.07,0.36063,0.445531,0.363737,0.489573,142.217,1.45288
350.715,1.14468,606.695,569.013,-1.12773,971.362,31.5975,490.189,2.37752,2.31279,355.626,0.238888,0.574776,0.386061,0.482371,413.163,2.82491
277.187,0.180175,281.699,175.749,1.02363,276.368,10.8904,205.303,1.67993,1.09229,494.994,0.198308,0.304589,0,0.605459,221.979,0.415811
117.853,-2.20919,543.194,130.369,-0.341393,138.127,4.89482,118.682,0.893833,1.88593,334.153,0.132417,0.490881,0.457122,0.516488,649.57,2.67634
724.207,0.1073,728.38,668.364,-0.71433,848.596,62.9117,1124.79,3.00934,0.972487,490.282,0.310765,0.594899,0.572375,0.640371,602.674,2.17633
184.615,-0.832782,252.419,366.809,0.192062,382.02,79.786,586.822,3.053,2.4336,663.867,0.085607,0.397532,0.463665,0.611413,634.431,2.76291
229.742,-1.10449,384.709,239.039,0.747156,309.863,24.1287,119.672,0.821168,1.8655,511.931,0.0627165,0.636698,0.0778638,0.594273,270.72,3.55721
807.449,0.422451,880.577,704.025,-0.568795,822.122,42.6693,809.841,2.10708,2.63279,629.668,0.0781733,0.10795,0.495989,0.557128,515.757,1.50045
163.583,1.31419,326.384,92.292,-0.739071,119.605,14.9511,81.5191,2.37529,3.46539,681.274,0.163973,0.539072,0,0.788538,299.578,3.14779
256.296,1.05783,413.574,339.29,0.920333,494.994,39.5148,662.792,2.65044,1.80083,865.581,0.0573726,0.0956525,0,0.684601,235.184,1.80751
111.784,-1.06266,181.067,135.678,-0.629916,163.868,11.007,73.9901,1.07592,3.0198,393.201,0.215353,0.44512,0.318115,0.582417,56.6766,0.582485
186.225,-0.847818,257.26,253.426,1.81911,802.853,38.9164,596.199,2.82314,4.08603,113.691,0.227485,0.352394,0.436444,0.716067,89.2882,0.694691
189.481,-0.947928,281.18,165.07,-1.8703,548.544,13.0036,655.776,2.16105,2.633,536.786,0.646847,0.718632,0.629634,0.701428,274.485,0.626843
118.725,-2.07864,481.946,184.757,0.0409866,185.915,19.2839,132.382,1.36476,2.11975,228.306,0.255608,0.633694,0.14799,0.582542,157.233,2.78473
209.226,-0.16306,212.014,168.194,-0.873341,237.036,15.6477,328.917,2.57946,3.20152,210.362,0.553886,0.673771,0.286845,0.467853,313.729,3.33224
101.163,0.916136,146.67,271.584,-0.42809,297.858,24.4663,368.56,0.57563,3.22544,105.693,0.325791,0.454458,0.804059,0.843776,272.065,2.0094
141.346,1.56428,352.549,210.117,1.85129,685.765,18.5791,342.377,2.5599,0.312652,1656.51,0.168936,0.366973,0.656366,0.752348,110.866,0.831823
443.383,-0.766596,580.171,319.456,0.210173,336.76,82.3414,311.303,1.57477,3.04743,645.885,0.222775,0.248439,0.223227,0.587284,680.789,2.0104
195.336,1.41301,425.024,196.297,-0.000510829,197.608,22.7299,317.227,2.88712,2.98416,508.932,0.349596,0.39545,0.420883,0.473173,73.536,0.857627
300.486,-1.9236,1050.45,202.86,-1.02955,320.782,19.1253,82.2205,0.55561,3.216,1604.44,0.210906,0.55937,0.698306,0.809267,241.354,0.613867
205.131,0.704651,258.201,159.237,1.09452,264.655,8.1675,111.381,0.787183,1.40891,345.361,0.0492593,0.270762,0.58307,0.661842,242.299,3.00726
189.74,1.68434,528.848,201.555,1.86094,663.957,20.0829,69.8611,0.614821,0.269071,595.253,0.203637,0.253854,0.150629,0.418044,437.121,0.192856
123.007,0.752595,159.518,136.139,1.67551,376.765,17.9745,153.367,1.64113,3.08091,954.774,0.16263,0.35793,0.0603718,0.622097,214.535,2.43992
193.851,-0.616512,231.872,752.329,-0.420215,822.668,69.4087,1320.55,2.91289,0.379795,2411.76,0.136792,0.17005,0.410562,0.652772,136.884,1.48522
140.539,0.607233,167.255,193.237,1.32026,388.141,20.8475,315.909,2.78348,0.715268,910.468,0,0.114747,0.549155,0.637594,123.607,0.906812
157.097,-0.873174,220.888,147.717,-0.241014,152.877,16.0872,319.709,2.30857,2.5883,364.777,0.432152,0.460441,0.225633,0.501704,140.474,1.55194
113.245,-0.0344625,113.312,379.867,1.02431,597.803,27.0653,559.359,2.99633,3.2044,228.038,0.032575,0.0405414,0,0.428325,105.656,1.82434
222.884,0.893124,317.847,411.781,0.319439,439.504,75.5076,470.919,2.99896,0.574143,73.038,0.270926,0.437656,0.56613,0.657763,109.061,3.11379
322.02,-0.0160801,322.061,372.578,1.56008,928.111,66.408,354.616,2.23401,3.49725,302.122,0.211092,0.407927,0.213772,0.338435,560.748,0.990509
150.165,0.50699,169.881,193.181,1.03555,306.634,13.0493,212.912,3.25449,0.623134,254.869,0.0937728,0.530501,0.0928171,0.291956,70.8682,0.109445
131.545,0.975857,199.312,133.103,0.329204,140.609,8.00698,174.781,1.42759,0.974241,1111.9,0.355367,0.439516,0.170558,0.481614,140,1.12949
282.928,0.347236,300.157,464.728,-0.781242,614.635,29.8572,472.1,2.96547,3.17446,268.083,0.197974,0.418502,0.0589926,0.547052,475.082,3.94353
123.304,2.00301,465.241,139.056,1.64347,373.833,23.1901,109.691,1.32809,0.487003,1027.02,0.361264,0.536811,0.583175,0.716908,148.656,2.19187
155.992,0.837731,214.006,233.69,1.2201,430.968,23.8683,248.985,1.88401,0.397738,355.673,0.5147,0.694479,0.623922,0.756564,180.807,1.72087
321.512,2.20806,1480.23,97.4804,-1.16986,172.953,16.667,264.455,2.24252,3.06288,1178.73,0.305527,0.613475,0.457016,0.517512,322.396,3.23504
123.019,-1.98512,456.234,215.098,-1.61152,562.119,44.827,121.196,0.716823,2.939,1268.61,0,0.337654,0.385579,0.548174,175.397,1.87472
172.282,-0.396577,186.008,269.131,-1.94932,966.171,59.5591,873.42,0.664271,3.1038,2230.89,0.322037,0.48415,0.241446,0.624755,176.623,1.30599
349.85,0.843292,481.796,413.028,-1.8019,1288.96,90.4615,397.82,3.06531,3.97965,1131.62,0.219369,0.340974,0.36133,0.423642,426.859,2.60637
235.752,0.578247,276.277,326.171,-0.278622,344.212,60.1591,398.938,1.79817,2.91197,113.762,0.223534,0.529256,0.477982,0.841049,189.019,1.43602
212.475,1.50132,500.427,174.409,0.82101,238.334,28.9728,100.349,0.911851,0.693666,384.619,0,0.279447,0.671194,0.723168,243.141,3.45414
362.116,-1.10333,605.809,437.101,-1.33517,888.926,37.4984,1167.65,1.99852,1.89669,331.369,0.189357,0.470354,0.538723,0.629009,370.364,3.04619
160.885,0.724048,204.931,147.841,1.26548,283.573,19.7272,112.516,2.25453,0.570936,269.626,0.428572,0.470847,0.366159,0.435144,56.9828,0.652497
138.044,-1.14272,238.419,248.552,-1.83645,799.692,15.6712,366.03,2.8638,0.753071,814.289,0.430737,0.529729,0.059245,0.742122,113.034,0.807899
209.95,-0.393321,226.4,352.28,1.43817,784.405,28.6292,464.444,0.615216,3.5819,596.692,0,0.174709,0.542751,0.546814,229.501,1.25614
153.55,1.65572,416.719,135.58,1.53441,329.409,15.1164,112,1.16341,0.528879,381.607,0,0.377165,0.3702,0.505283,286.227,3.049
134.738,-1.85297,440.29,193.965,1.04155,310.574,30.8656,189.222,1.28444,4.03699,153.735,0.183494,0.282137,0.0213088,0.328492,227.551,2.89578
278.032,1.15845,486.414,1088.46,-1.27286,2109.57,239.982,2153.42,3.14306,3.7467,1883.45,0.0666157,0.180418,0.36988,0.434527,844.645,2.62143
101.164,1.50389,238.817,253.161,0.374757,272.721,29.2531,458.483,1.45961,2.59777,330.364,0.485048,0.496142,0.297006,0.57427,100.136,1.22061
189.077,1.14139,326.204,137.916,0.0421244,138.536,11.731,205.176,2.3161,2.44036,533.431,0,0.523101,0.171542,0.210039,211.47,1.35168
154.493,1.72257,446.294,446.35,0.128703,456.325,75.4089,812.728,3.23736,1.66144,1871.42,0.318662,0.368822,0.371206,0.648001,191.706,2.08829
120.577,-1.24253,226.264,133.291,-0.675088,166.71,24.9328,173.864,1.56382,2.51093,1134.61,0.190177,0.281982,0.205404,0.487058,215.096,2.29327
195.559,0.301319,204.504,208.472,-0.494433,235.027,16.065,434.185,2.84042,0.933451,256.27,0,0.352223,0.154589,0.349035,403.605,2.71663
264.97,-1.23189,492.771,222.927,-0.680498,277.248,19.4332,326.506,2.70602,0.706458,241.164,0,0.348716,0.576438,0.596523,548.682,3.45908
277.519,-0.028728,277.633,183.894,-1.03962,295.376,40.7612,150.183,0.987108,1.05733,608.712,0.266375,0.368307,0.500617,0.533786,268.437,3.06234
359.65,-0.275841,373.419,427.255,0.988118,653.534,14.6701,614.851,3.0971,1.26832,704.948,0,0.0581268,0.789763,0.831926,195.824,1.0485
250.09,-1.86199,824.284,352.76,-0.23468,364.343,36.4094,248.601,1.2666,1.65243,995.774,0.123903,0.184334,0,0.698816,293.928,2.16011
160.876,0.720696,204.495,160.027,0.678557,199.245,19.351,314.723,3.3063,2.70782,577.451,0.12811,0.241973,0.486392,0.571411,722.493,2.64277
139.921,-1.50068,329.354,228.751,0.266737,238.626,28.3456,278.324,2.43927,3.28272,653.929,0.343532,0.636206,0.604135,0.882119,294.499,2.93205
250.629,-0.186651,255.008,370.664,0.0524956,373.084,37.7001,361.515,1.75745,2.99604,576.191,0.256895,0.331386,0.340095,0.52242,194.403,1.70365
129.701,0.344336,137.466,344.575,-0.911826,499.661,40.43,679.889,2.87933,1.26606,556.426,0.100986,0.311097,0.522071,0.939981,0.563452,0.00434293
151.502,-0.675033,187.35,291.417,-0.76783,382.722,28.9538,452.498,3.04833,3.10273,358.353,0.64721,0.712693,0.412003,0.776446,182.678,3.02914
157.381,1.30635,311.888,161.931,1.01642,254.305,25.4284,78.1846,0.958223,0.345798,263.074,0,0.123222,0.516341,0.649352,164.544,1.37562
126.216,1.59352,323.382,195.89,0.695348,245.978,19.7143,353.491,2.41618,1.93731,84.4303,0.135493,0.361869,0.515985,0.559812,895.105,2.01399
140.035,-2.12068,592.119,113.603,1.37255,238.599,6.85843,153.505,1.46776,0.849684,679.097,0.508857,0.702116,0.338589,0.377065,303.8,3.09875
220.924,-0.871815,310.336,426.049,0.104248,428.881,21.0098,520.53,2.03955,3.24395,857.352,0.0653072,0.400519,0.131692,0.704096,512.899,3.01504
132.623,-1.70697,377.553,244.916,0.0480098,245.667,15.1773,258.262,2.91163,1.81731,755.767,0.218344,0.334716,0.335073,0.3974,547.321,1.66132
174.542,0.38115,187.375,358.752,-0.559556,419.668,52.2986,712.906,2.03017,1.2716,1038.62,0.0835599,0.251811,0,3.79559e-05,365.759,3.96847
135.945,0.559997,157.823,198.669,-0.357515,212.079,15.6429,387.171,1.57708,2.55683,537.294,0.137102,0.401531,0,0.667358,10.6231,0.0142011
130.881,0.00267136,130.882,126.085,0.0806489,127.237,13.7218,60.1599,0.5108,0.519735,67.7472,0.0643755,0.186631,0.0254186,0.602403,128.391,1.45798
233.185,0.344218,11.8194,366.437,-1.45751,830.239,31.8364,439.147,2.68047,1.83734,606.402,0.11357,0.515928,0.329089,0.559599,29.6756,0.896002
145.722,0.841695,200.46,271.465,-0.246793,280.314,17.385,140.631,1.25454,1.09388,225.244,0.0930077,0.18157,0.498268,0.697704,127.171,1.49104
125.215,1.42943,276.459,183.319,0.00166189,184.643,22.0703,185.906,1.48018,3.07714,578.194,0.258014,0.566433,0.494303,0.698021,134.374,2.1683
202.863,-0.858303,282.288,284.807,-0.594034,338.242,33.7602,264.654,0.542695,2.92178,34.2312,0.251034,0.359295,0,0.543759,272.03,2.11256
132.861,0.174531,134.89,166.358,-1.38561,354.171,24.8433,107.348,0.720973,1.56018,202.533,0.123197,0.351982,0,0.252871,345.003,2.3403
144.802,-0.375807,155.148,175.294,-1.59893,451.758,18.8088,236.253,1.64452,3.05434,976.785,0.146237,0.416344,0.5815,0.690983,116.47,1.75987
155.527,-1.71729,447.059,224.343,0.384899,242.798,28.0907,261.079,1.44117,3.16746,358.302,0.293667,0.382775,0.0896816,0.756018,499.154,3.42846
260.829,-1.06892,424.579,212.088,-1.60496,549.547,20.7266,240.4,1.79363,2.85944,455.212,0.38327,0.453585,0.170646,0.273764,118.745,2.45432
234.432,-1.44599,525.311,115.384,-0.151275,117.217,10.925,122.798,1.32513,3.12103,817.142,0,0.168909,0,0.258274,227.565,3.02258
113.631,1.7333,331.577,171.779,0.40638,186.642,13.4055,143.26,1.4468,3.39735,634.881,0.565286,0.63315,0.479954,0.786473,272.651,3.06
195.235,-1.44681,437.8,239.75,-0.134982,243.16,24.3514,81.9871,0.685054,3.35529,177.489,0.0953827,0.715258,0.613145,0.856542,172.247,2.51947
208.811,-0.378213,223.924,139.543,0.64226,169.833,13.0965,142.007,1.27101,1.09079,228.419,0.312755,0.842875,0.165563,0.552459,248.554,2.49634
227.958,1.14279,393.733,105.844,0.118757,108.918,22.3921,76.1246,0.66692,1.03926,499.863,0,0.23875,0.400812,0.645075,420.111,2.31892
156.115,-0.0686643,156.483,195.121,0.858215,275.383,46.0968,297.343,2.37187,3.10198,761.352,0,0.349175,0.448535,0.464432,280.689,2.6712
135.74,0.794923,180.933,114.288,0.352157,123.568,22.7949,247.685,2.48284,0.866615,446.374,0.18383,0.730616,0.358402,0.869769,288.706,2.64171
190.572,0.628477,229.463,414.273,-1.72995,1207.21,72.0245,571.577,2.57445,3.72011,866.47,0.490925,0.565034,0.291278,0.718089,206.679,1.80012
276.012,1.68563,770.234,262.544,-0.987656,402.91,35.4373,410.923,2.15947,2.70418,659.417,0.0579741,0.513769,0,0.215262,315.299,0.737895
152.54,0.975638,231.083,105.924,1.81814,335.029,10.4563,59.4969,0.510878,0.963716,593.006,0.176677,0.563998,0.576039,0.835831,168.135,2.18545
130.269,-0.501016,146.964,149.68,-0.0871453,151.107,16.0836,181.715,2.15211,2.48929,143.832,0.372557,0.500157,0.0433661,0.43524,185.458,2.13182
115.754,0.434691,126.863,126.391,-0.191669,129.172,10.7917,707.503,1.7128,1.00523,1225.21,0.0732889,0.07514,0.40917,0.773407,72.3921,0.810317
145.422,1.71633,417.64,269.371,0.115699,271.575,14.7086,388.073,2.54758,3.34883,901.364,0.292582,0.358702,0.393897,0.467647,199.309,2.72509
216.43,0.699873,271.636,228.154,1.81276,718.028,24.7128,354.892,0.616931,3.21783,1352.52,0.0874587,0.318205,0.329556,0.411615,167.071,0.282835
158.629,-1.14924,275.432,472.217,-1.33078,959.264,81.1146,1392.43,2.44227,0.250731,348.533,0.153654,0.543825,0.536504,0.805837,157.479,1.21483
208.656,1.28658,406.524,416.911,0.291587,442.413,81.9291,440.952,2.90757,0.996121,83.0175,0.0475826,0.342167,0.636821,0.709092,65.6539,0.681455
127.581,-0.548901,147.288,235.825,-0.617559,283.841,30.0865,314.627,0.965365,2.94017,1905.95,0.596157,0.639758,0.402913,0.41652,451.691,1.42766
283.872,0.752483,368.106,122.799,0.285902,129.961,23.3145,403.442,3.03787,2.68931,689.888,0,0.349194,0.646816,0.834636,376.385,2.65546
157.607,1.11152,265.413,181.033,1.28774,353.841,23.4984,225.366,2.17884,2.70257,771.349,0.31906,0.3262,0.715029,0.742525,245.696,2.63702
177.829,0.709515,224.499,119.178,-0.348057,128.233,21.1923,161.1,1.37137,1.05894,1025.57,0.21967,0.394342,0.24558,0.555224,103.652,1.45274
238.412,-0.890199,339.283,130.146,-0.849931,180.787,16.2769,242.131,2.00386,0.459879,74.1744,0.256527,0.661574,0.390773,0.554956,448.29,3.35657
162.574,-1.51601,388.033,135.544,-1.39571,290.808,14.7224,72.0979,1.10125,0.306776,978.82,0.589585,0.744978,0.601686,0.666528,133.083,2.35861
128.022,-0.411465,139.013,282.404,0.227171,291.812,34.863,365.821,2.8109,0.896983,483.607,0.714772,0.876184,0.35265,0.721352,214.088,1.79475
167.393,1.15203,291.315,302.745,0.00608726,304.1,28.6166,323.603,1.87029,3.28556,234.334,0.233388,0.779023,0.495265,0.669915,329.727,2.98928
242.225,1.07476,396.118,203.245,-1.11782,344.373,15.7943,581.338,3.37885,3.37282,51.0001,0,0.190314,0.0877394,0.200956,176.485,1.90683
187.056,-1.98262,692.054,132.255,-0.881337,187.648,15.1844,78.5023,0.773102,1.10263,884.416,0,0.547092,0.729219,0.793935,250.062,2.62559
164.048,-0.377777,175.894,535.135,-0.926058,781.705,19.1371,986.847,0.312375,2.72667,598.888,0.0517915,0.31184,0.23685,0.295307,169.222,0.271308
144.821,-1.45749,327.875,181.906,-0.0800251,185.143,31.2377,277.863,2.86508,3.3903,884.948,0.141926,0.368928,0.222494,0.295016,738.262,2.30243
138.669,1.41855,303.214,176.873,1.38979,378.757,36.2591,95.7508,2.39208,0.123967,688.279,0.364148,0.417733,0.374933,0.675693,88.2619,1.18811
183.234,1.228,339.65,134.377,0.0072023,138.299,32.6899,109.085,0.74921,1.23573,362.536,0.13179,0.308581,0.479996,0.730178,423.823,3.29821
293.622,-1.61178,765.065,816.95,-1.36012,1696.86,33.9656,1668.28,3.12397,2.05121,2708.73,0.34024,0.368805,0.334876,0.587598,1.94707,0.00662252
233.285,1.05745,376.33,143.058,-1.11998,243.101,16.2104,82.102,0.556907,2.17748,60.4271,0.130987,0.496296,0.575006,0.670207,741.629,1.12775
136.309,2.01506,520.326,96.682,-0.0131264,96.8685,5.87322,72.8347,1.01524,3.4869,805.444,0.620453,0.638195,0.356516,0.560078,192.392,1.63373
121.807,0.337696,128.818,135.32,1.61373,353.401,11.0073,238.525,2.52285,2.85154,466.506,0.284838,0.370131,0.166562,0.305253,153.295,2.33544
221.493,0.727409,282.721,184.51,-1.0537,298.241,29.5558,571.001,2.98674,2.83613,401.016,0.225545,0.329633,0.500719,0.542516,122.124,0.878126
155.229,-0.211692,158.72,280.433,-0.58242,330.857,31.4758,369.684,1.92745,0.389672,57.8365,0.258391,0.482295,0,0.307557,92.1238,1.3901
549.089,-0.801266,734.988,788.397,0.942898,1165.83,22.929,606.126,0.381223,3.4033,1211.32,0.320658,0.447406,0.213561,0.320408,106.926,0.691858
260.484,-0.432051,285.176,260.007,1.32727,525.06,19.8121,333.528,1.33395,3.33052,743.433,0,0.597322,0.755972,0.919574,459.521,0.781498
111.834,1.12704,190.705,266.064,1.32475,536.533,29.2622,353.019,2.75686,2.81081,421.343,0.132658,0.275675,0.1755,0.468831,98.3235,1.23836
